,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
347,301-400,Thomas Jefferson University,../UnitedStates,92-115,,15.4,75.0,45.6,6.3,NA,Public Health,2020
348,301-400,Trinity College Dublin,../Ireland,3-4,,20.5,59.5,76.1,14.1,NA,Public Health,2020
349,301-400,Tsinghua University,../China,12-15,,14.8,61.8,70.0,10.9,NA,Public Health,2020
350,301-400,TU Dresden,../Germany,12-22,,15.8,62.8,78.4,12.6,NA,Public Health,2020
351,301-400,Universidad Peruana Cayetano Heredia,../Peru,1,,16.9,56.5,97.5,8.9,NA,Public Health,2020
352,301-400,UniversitÃ  Della Svizzera Italiana,../Switzerland,7,,15.6,68.7,73.5,10.9,NA,Public Health,2020
353,301-400,UniversitÃ© libre de Bruxelles (ULB),../Belgium,5-8,,18.0,67.6,85.1,6.3,NA,Public Health,2020
354,301-400,"University at Buffalo, the State University of New York",../UnitedStates,92-115,,25.0,63.7,53.3,10.9,NA,Public Health,2020
355,301-400,University of Arkansas for Medical Sciences,../UnitedStates,92-115,,18.5,73.3,41.5,8.9,NA,Public Health,2020
356,301-400,University of Bochum,../Germany,12-22,,14.9,61.6,69.5,17.8,NA,Public Health,2020
357,301-400,University of Bonn,../Germany,12-22,,19.8,60.2,74.7,8.9,NA,Public Health,2020
358,301-400,University of Cologne,../Germany,12-22,,18.5,71.3,73.4,8.9,NA,Public Health,2020
359,301-400,University of Colorado at Denver,../UnitedStates,92-115,,21.5,69.6,51.7,10.9,NA,Public Health,2020
360,301-400,University of Connecticut,../UnitedStates,92-115,,26.0,61.4,52.2,8.9,NA,Public Health,2020
361,301-400,University of Duisburg-Essen,../Germany,12-22,,14.8,61.5,70.0,17.8,NA,Public Health,2020
362,301-400,University of Erlangen-Nuremberg,../Germany,12-22,,14.8,59.7,64.9,16.7,NA,Public Health,2020
363,301-400,University of Florence,../Italy,7-11,,15.4,63.4,60.9,12.6,NA,Public Health,2020
364,301-400,University of Granada,../Spain,5-10,,23.4,56.0,74.3,18.9,NA,Public Health,2020
365,301-400,University of Halle-Wittenberg,../Germany,12-22,,11.7,66.1,70.8,8.9,NA,Public Health,2020
366,301-400,University of Iceland,../Iceland,1,,14.4,57.5,88.0,15.4,NA,Public Health,2020
367,301-400,University of Leipzig,../Germany,12-22,,16.1,60.1,59.7,14.1,NA,Public Health,2020
368,301-400,University of Liege,../Belgium,5-8,,13.4,61.0,83.2,8.9,NA,Public Health,2020
369,301-400,University of Lisbon,../Portugal,2,,18.8,59.9,73.5,10.9,NA,Public Health,2020
370,301-400,University of Louisiana at Lafayette,../UnitedStates,92-115,,17.6,68.9,66.9,6.3,NA,Public Health,2020
371,301-400,University of Malawi,../Malawi,1,,19.9,61.4,97.9,10.9,NA,Public Health,2020
372,301-400,University of Malaya,../Malaysia,2-3,,20.3,56.8,76.1,14.1,NA,Public Health,2020
373,301-400,"University of Maryland, College Park",../UnitedStates,92-115,,25.5,62.7,48.9,15.4,NA,Public Health,2020
374,301-400,University of Milano-Bicocca,../Italy,7-11,,12.8,65.5,71.0,15.4,NA,Public Health,2020
375,301-400,University of Missouri-Kansas City,../UnitedStates,92-115,,13.2,82.2,51.5,0,NA,Public Health,2020
376,301-400,University of Nairobi,../Kenya,1,,16.5,61.0,96.5,8.9,NA,Public Health,2020
377,301-400,University of Naples Federico II,../Italy,7-11,,18.5,64.9,67.1,14.1,NA,Public Health,2020
378,301-400,University of Navarra,../Spain,5-10,,19.3,63.4,71.4,10.9,NA,Public Health,2020
379,301-400,University of Oulu,../Finland,5,,14.5,57.3,75.9,22.7,NA,Public Health,2020
380,301-400,University of Oviedo,../Spain,5-10,,12.2,56.1,70.2,21.8,NA,Public Health,2020
381,301-400,University of Padua,../Italy,7-11,,18.2,58.0,68.8,14.1,NA,Public Health,2020
382,301-400,University of Pretoria,../SouthAfrica,6,,17.0,58.4,82.0,15.4,NA,Public Health,2020
383,301-400,University of Rhode Island,../UnitedStates,92-115,,12.1,70.6,52.0,8.9,NA,Public Health,2020
384,301-400,"University of Science, Malaysia",../Malaysia,2-3,,11.7,73.3,71.8,6.3,NA,Public Health,2020
385,301-400,University of Strathclyde,../UnitedKingdom,35-41,,12.8,70.5,80.3,8.9,NA,Public Health,2020
386,301-400,University of Tasmania,../Australia,20-22,,17.3,65.0,61.4,12.6,NA,Public Health,2020
387,301-400,University of Tennessee Health Science Center,../UnitedStates,92-115,,17.1,72.0,47.7,10.9,NA,Public Health,2020
388,301-400,University of the Basque Country,../Spain,5-10,,14.0,56.2,64.8,22.7,NA,Public Health,2020
389,301-400,University of the West of England,../UnitedKingdom,35-41,,12.1,75.3,64.8,0,NA,Public Health,2020
390,301-400,University of Tsukuba,../Japan,6-7,,13.2,61.9,61.9,22.7,NA,Public Health,2020
391,301-400,University of Tuebingen,../Germany,12-22,,18.4,65.0,81.7,8.9,NA,Public Health,2020
392,301-400,University of Vermont,../UnitedStates,92-115,,20.5,62.1,49.2,10.9,NA,Public Health,2020
393,301-400,University of Versailles Saint-Quentin-en-Yvelines,../France,8-10,,20.4,58.2,69.5,19.9,NA,Public Health,2020
394,301-400,University of Waterloo,../Canada,15-17,,23.3,58.4,68.0,8.9,NA,Public Health,2020
395,301-400,University of Yaounde I,../Cameroon,1,,12.1,60.8,92.3,8.9,NA,Public Health,2020
396,301-400,University of Zimbabwe,../Zimbabwe,1,,15.5,65.6,95.1,0,NA,Public Health,2020
397,301-400,University Rovira i Virgili,../Spain,5-10,,19.0,63.2,66.1,6.3,NA,Public Health,2020
398,301-400,Vrije Universiteit Brussel (VUB),../Belgium,5-8,,21.1,63.9,82.3,10.9,NA,Public Health,2020
399,301-400,Wake Forest University,../UnitedStates,92-115,,22.4,63.2,47.0,14.1,NA,Public Health,2020
400,401-500,Ain Shams University,../Egypt,2,,8.8,62.6,80.8,8.9,NA,Public Health,2020
401,401-500,Augusta University,../UnitedStates,116-141,,11.0,66.6,51.0,6.3,NA,Public Health,2020
402,401-500,Bond University,../Australia,23-25,,9.3,69.8,59.1,6.3,NA,Public Health,2020
403,401-500,Brescia University,../Italy,12-18,,10.8,58.9,61.4,8.9,NA,Public Health,2020
404,401-500,Capital Medical University,../China,16-23,,16.8,53.2,57.5,14.1,NA,Public Health,2020
405,401-500,Carnegie Mellon University,../UnitedStates,116-141,,13.3,59.5,64.3,6.3,NA,Public Health,2020
406,401-500,Chalmers University of Technology,../Sweden,8-10,,11.8,62.7,75.7,0,NA,Public Health,2020
407,401-500,China Medical University (Taichung),../China-Taiwan,3-4,,21.0,46.4,50.4,19.9,NA,Public Health,2020
408,401-500,Complutense University of Madrid,../Spain,11-18,,21.5,56.8,55.7,6.3,NA,Public Health,2020
409,401-500,Conservatoire National Arts & Metiers,../France,11-16,,14.3,59.4,61.2,8.9,NA,Public Health,2020
410,401-500,CUNY Hunter College,../UnitedStates,116-141,,15.9,59.9,51.5,10.9,NA,Public Health,2020
411,401-500,Edith Cowan University,../Australia,23-25,,12.0,58.9,67.8,6.3,NA,Public Health,2020
412,401-500,Federal University of Bahia,../Brazil,7-8,,14.4,53.3,62.0,12.6,NA,Public Health,2020
413,401-500,Federal University of Sao Paulo,../Brazil,7-8,,16.9,58.1,57.6,8.9,NA,Public Health,2020
414,401-500,Florida International University,../UnitedStates,116-141,,15.9,54.5,60.3,10.9,NA,Public Health,2020
415,401-500,Georgia Institute of Technology,../UnitedStates,116-141,,12.1,59.0,58.2,12.6,NA,Public Health,2020
416,401-500,Georgia State University,../UnitedStates,116-141,,19.0,60.6,53.5,6.3,NA,Public Health,2020
417,401-500,Goethe University Frankfurt,../Germany,23-28,,13.7,62.5,68.9,8.9,NA,Public Health,2020
418,401-500,Guangzhou Medical University,../China,16-23,,9.9,61.2,59.1,8.9,NA,Public Health,2020
419,401-500,Harokopio University Athens,../Greece,4,,12.7,58.5,83.9,8.9,NA,Public Health,2020
420,401-500,Hokkaido University,../Japan,8,,14.0,55.9,64.4,12.6,NA,Public Health,2020
421,401-500,Iowa State University,../UnitedStates,116-141,,15.6,56.4,61.1,6.3,NA,Public Health,2020
422,401-500,Jiangnan University,../China,16-23,,19.3,67.8,56.8,0,NA,Public Health,2020
423,401-500,Linkoping University,../Sweden,8-10,,16.6,57.2,65.6,10.9,NA,Public Health,2020
424,401-500,Loma Linda University,../UnitedStates,116-141,,11.4,64.0,52.0,8.9,NA,Public Health,2020
425,401-500,Loughborough University,../UnitedKingdom,42-47,,14.0,63.9,67.3,6.3,NA,Public Health,2020
426,401-500,Louisiana State University - Baton Rouge,../UnitedStates,116-141,,16.9,60.8,54.1,8.9,NA,Public Health,2020
427,401-500,Masaryk University,../Czech,2-3,,10.1,63.4,80.2,8.9,NA,Public Health,2020
428,401-500,Miguel Hernandez University of Elche,../Spain,11-18,,14.0,55.3,58.6,12.6,NA,Public Health,2020
429,401-500,Nanchang University,../China,16-23,,12.7,64.2,61.7,6.3,NA,Public Health,2020
430,401-500,Nanjing Agricultural University,../China,16-23,,14.8,67.2,48.9,0,NA,Public Health,2020
431,401-500,National Autonomous University of Mexico,../Mexico,1,,14.0,52.7,62.0,14.1,NA,Public Health,2020
432,401-500,National Yang Ming University,../China-Taiwan,3-4,,19.7,47.6,51.7,12.6,NA,Public Health,2020
433,401-500,Oslo Metropolitan University,../Norway,5,,10.8,75.6,62.6,0,NA,Public Health,2020
434,401-500,PalackÃ½ University Olomouc,../Czech,2-3,,10.8,62.1,82.2,6.3,NA,Public Health,2020
435,401-500,Paris 13 University,../France,11-16,,14.6,57.6,54.5,10.9,NA,Public Health,2020
436,401-500,Portland State University,../UnitedStates,116-141,,14.3,59.0,53.2,10.9,NA,Public Health,2020
437,401-500,Royal College of Surgeons - Ireland,../Ireland,5-6,,12.4,58.7,77.3,6.3,NA,Public Health,2020
438,401-500,Saint Louis University,../UnitedStates,116-141,,18.4,57.9,43.8,10.9,NA,Public Health,2020
439,401-500,Semmelweis University,../Hungary,1-2,,8.8,58.5,78.3,10.9,NA,Public Health,2020
440,401-500,Shandong University,../China,16-23,,15.8,70.5,62.4,0,NA,Public Health,2020
441,401-500,Southeast University,../China,16-23,,11.8,61.0,57.7,8.9,NA,Public Health,2020
442,401-500,Stony Brook University,../UnitedStates,116-141,,16.9,60.7,50.8,10.9,NA,Public Health,2020
443,401-500,Swedish University of Agricultural Sciences,../Sweden,8-10,,10.5,60.1,82.8,6.3,NA,Public Health,2020
444,401-500,Syracuse University,../UnitedStates,116-141,,12.6,56.7,56.5,8.9,NA,Public Health,2020
445,401-500,Texas A&M Health Science Center,../UnitedStates,116-141,,14.3,61.1,42.2,10.9,NA,Public Health,2020
446,401-500,The University of Memphis,../UnitedStates,116-141,,14.0,64.3,47.1,10.9,NA,Public Health,2020
447,401-500,The University of Texas Health Science Center at San Antonio,../UnitedStates,116-141,,19.3,63.8,55.0,0,NA,Public Health,2020
448,401-500,The University of Texas Southwestern Medical Center at Dallas,../UnitedStates,116-141,,19.2,56.0,44.2,12.6,NA,Public Health,2020
449,401-500,Tongji University,../China,16-23,,12.8,59.2,65.4,10.9,NA,Public Health,2020
450,401-500,Universidad de Las Palmas de Gran Canaria,../Spain,11-18,,11.4,63.2,60.2,6.3,NA,Public Health,2020
451,401-500,University of AlcalÃ¡,../Spain,11-18,,10.3,53.8,73.5,12.6,NA,Public Health,2020
452,401-500,University of Bremen,../Germany,23-28,,12.4,53.9,72.8,10.9,NA,Public Health,2020
453,401-500,University of Buenos Aires,../Argentina,1,,15.8,50.1,72.9,10.9,NA,Public Health,2020
454,401-500,University of Burgundy,../France,11-16,,12.0,65.5,62.5,8.9,NA,Public Health,2020
455,401-500,University of CastillaâLa Mancha,../Spain,11-18,,11.8,55.4,68.3,8.9,NA,Public Health,2020
456,401-500,University of Catania,../Italy,12-18,,11.8,66.2,61.0,6.3,NA,Public Health,2020
457,401-500,University of Chile,../Chile,1,,16.2,51.7,71.7,10.9,NA,Public Health,2020
458,401-500,University of Freiburg,../Germany,23-28,,16.3,63.6,66.8,6.3,NA,Public Health,2020
459,401-500,University of Genoa,../Italy,12-18,,13.0,61.3,56.5,8.9,NA,Public Health,2020
460,401-500,University of Ghana,../Ghana,2,,18.1,53.7,88.1,6.3,NA,Public Health,2020
461,401-500,University of Girona,../Spain,11-18,,12.2,61.3,65.6,8.9,NA,Public Health,2020
462,401-500,University of Goettingen,../Germany,23-28,,12.2,67.1,69.9,6.3,NA,Public Health,2020
463,401-500,University of Guelph,../Canada,18-20,,17.9,55.5,65.1,10.9,NA,Public Health,2020
464,401-500,University of Hawaii at Manoa,../UnitedStates,116-141,,14.4,56.3,59.3,10.9,NA,Public Health,2020
465,401-500,University of Hull,../UnitedKingdom,42-47,,12.2,58.4,67.5,6.3,NA,Public Health,2020
466,401-500,University of Jena,../Germany,23-28,,12.6,57.9,63.8,6.3,NA,Public Health,2020
467,401-500,University of Jyvaskyla,../Finland,6,,12.7,59.5,74.8,10.9,NA,Public Health,2020
468,401-500,University of Kansas,../UnitedStates,116-141,,20.7,55.1,43.1,12.6,NA,Public Health,2020
469,401-500,University of Kentucky,../UnitedStates,116-141,,23.6,57.0,36.3,10.9,NA,Public Health,2020
470,401-500,University of Lille,../France,11-16,,16.3,52.9,71.9,8.9,NA,Public Health,2020
471,401-500,University of Limerick,../Ireland,5-6,,11.9,62.3,76.0,6.3,NA,Public Health,2020
472,401-500,University of Ljubljana,../Slovenia,1,,14.8,60.1,70.3,8.9,NA,Public Health,2020
473,401-500,University of Massachusetts Lowell,../UnitedStates,116-141,,11.5,55.9,54.0,12.6,NA,Public Health,2020
474,401-500,University of Mississippi,../UnitedStates,116-141,,17.8,61.9,38.4,8.9,NA,Public Health,2020
475,401-500,University of Mississippi Medical Center,../UnitedStates,116-141,,13.6,65.9,38.9,8.9,NA,Public Health,2020
476,401-500,University of Modena and Reggio Emilia,../Italy,12-18,,12.2,59.6,68.1,6.3,NA,Public Health,2020
477,401-500,University of Murcia,../Spain,11-18,,13.8,55.5,66.4,15.4,NA,Public Health,2020
478,401-500,University of Nebraska Medical Center,../UnitedStates,116-141,,19.0,61.5,53.7,6.3,NA,Public Health,2020
479,401-500,University of Parma,../Italy,12-18,,13.3,57.6,62.0,6.3,NA,Public Health,2020
480,401-500,University of Pecs,../Hungary,1-2,,12.4,58.2,89.7,6.3,NA,Public Health,2020
481,401-500,University of Quebec Montreal,../Canada,18-20,,11.8,53.0,67.8,20.9,NA,Public Health,2020
482,401-500,University of Rennes 1,../France,11-16,,10.6,55.5,55.5,17.8,NA,Public Health,2020
483,401-500,University of Sherbrooke,../Canada,18-20,,15.7,55.1,55.0,14.1,NA,Public Health,2020
484,401-500,University of South Florida,../UnitedStates,116-141,,23.6,65.9,50.6,0,NA,Public Health,2020
485,401-500,University of St Andrews,../UnitedKingdom,42-47,,13.7,67.6,79.8,0,NA,Public Health,2020
486,401-500,University of Stirling,../UnitedKingdom,42-47,,14.3,64.4,62.9,0,NA,Public Health,2020
487,401-500,University of Strasbourg,../France,11-16,,11.5,63.8,69.1,8.9,NA,Public Health,2020
488,401-500,University of Surrey,../UnitedKingdom,42-47,,15.4,59.2,68.4,8.9,NA,Public Health,2020
489,401-500,University of Technology Sydney,../Australia,23-25,,15.7,62.2,74.3,0,NA,Public Health,2020
490,401-500,University of The Western Cape,../SouthAfrica,7,,12.5,58.4,84.8,6.3,NA,Public Health,2020
491,401-500,University of Ulsan,../SouthKorea,6,,14.8,55.8,41.3,10.9,NA,Public Health,2020
492,401-500,University of Ulster,../UnitedKingdom,42-47,,14.7,58.3,79.3,8.9,NA,Public Health,2020
493,401-500,University of Verona,../Italy,12-18,,13.5,59.0,64.5,14.1,NA,Public Health,2020
494,401-500,University of Vienna,../Austria,4,,10.9,60.1,75.2,6.3,NA,Public Health,2020
495,401-500,University of Wuerzburg,../Germany,23-28,,12.2,68.8,71.4,0,NA,Public Health,2020
496,401-500,University of Zagreb,../Croatia,1,,12.8,61.0,75.1,6.3,NA,Public Health,2020
497,401-500,University of Zaragoza,../Spain,11-18,,16.9,55.1,79.6,10.9,NA,Public Health,2020
498,401-500,Vita-Salute San Raffaele University,../Italy,12-18,,12.1,59.1,72.2,6.3,NA,Public Health,2020
499,401-500,West Virginia University,../UnitedStates,116-141,,15.9,54.6,47.4,10.9,NA,Public Health,2020
0,1,University of Michigan-Ann Arbor,../UnitedStates,1,367.4,66.9,86.5,83.5,97.3,100.0,Dentistry & Oral Sciences,2020
1,2,University of North Carolina at Chapel Hill,../UnitedStates,2,328.9,55.7,85.2,68.3,96.0,78.3,Dentistry & Oral Sciences,2020
2,3,King's College London,../UnitedKingdom,1,317.0,60.7,78.0,78.7,84.3,78.3,Dentistry & Oral Sciences,2020
3,4,University of Washington,../UnitedStates,3,314.8,55.6,86.1,78.0,77.8,79.8,Dentistry & Oral Sciences,2020
4,5,Harvard University,../UnitedStates,4,310.7,66.5,73.8,79.6,100.0,54.4,Dentistry & Oral Sciences,2020
5,6,"University of California, Los Angeles",../UnitedStates,5,309.2,43.3,82.3,74.0,68.8,100.0,Dentistry & Oral Sciences,2020
6,7,University of Pennsylvania,../UnitedStates,6,299.2,47.6,85.3,79.1,70.7,79.8,Dentistry & Oral Sciences,2020
7,8,"University of California, San Francisco",../UnitedStates,7,298.8,38.5,86.0,72.3,66.9,92.9,Dentistry & Oral Sciences,2020
8,9,KU Leuven,../Belgium,1,282.5,57.3,98.0,94.0,56.2,52.2,Dentistry & Oral Sciences,2020
9,10,University of Sao Paulo,../Brazil,1,277.5,100.0,65.7,64.1,68.8,30.2,Dentistry & Oral Sciences,2020
10,11,"University at Buffalo, the State University of New York",../UnitedStates,8,273.4,39.2,100.0,74.9,64.9,54.4,Dentistry & Oral Sciences,2020
11,12,University of Zurich,../Switzerland,1,268.4,77.3,90.0,91.2,42.9,39.9,Dentistry & Oral Sciences,2020
12,13,Osaka University,../Japan,1,264.0,45.9,72.1,57.6,76.1,58.4,Dentistry & Oral Sciences,2020
13,14,University of Birmingham,../UnitedKingdom,2,263.8,43.5,94.2,79.3,53.8,56.4,Dentistry & Oral Sciences,2020
14,15,University College London,../UnitedKingdom,3,263.2,48.7,82.4,85.7,58.5,56.4,Dentistry & Oral Sciences,2020
15,16,The University of Hong Kong,../China-HongKong,1,259.2,65.7,88.0,84.3,48.7,39.9,Dentistry & Oral Sciences,2020
16,17,University of Bern,../Switzerland,2,255.3,81.3,91.9,98.9,36.3,26.1,Dentistry & Oral Sciences,2020
17,18,University of Gothenburg,../Sweden,1,254.6,66.7,92.6,78.9,45.9,33.7,Dentistry & Oral Sciences,2020
18,19,University of Southern California,../UnitedStates,9,249.8,36.8,63.2,88.9,62.8,69.1,Dentistry & Oral Sciences,2020
19,20,The University of Manchester,../UnitedKingdom,4,249.2,42.0,68.3,81.6,48.7,73.9,Dentistry & Oral Sciences,2020
20,21,New York University,../UnitedStates,10,248.6,55.9,70.6,85.4,48.7,56.4,Dentistry & Oral Sciences,2020
21,22,University of Pittsburgh,../UnitedStates,11,245.3,34.8,75.8,70.0,70.7,50.0,Dentistry & Oral Sciences,2020
22,23,University of British Columbia,../Canada,1,244.2,39.9,65.6,87.6,53.8,67.4,Dentistry & Oral Sciences,2020
23,24,University of Helsinki,../Finland,1,243.9,44.3,77.3,81.3,53.8,52.2,Dentistry & Oral Sciences,2020
24,25,University of Iowa,../UnitedStates,12,241.9,37.6,71.4,61.4,58.5,62.2,Dentistry & Oral Sciences,2020
25,26,University of Copenhagen,../Denmark,1,241.7,42.9,94.8,88.9,36.3,50.0,Dentistry & Oral Sciences,2020
26,26,University of Florida,../UnitedStates,13,241.7,41.8,65.4,67.2,48.7,72.3,Dentistry & Oral Sciences,2020
27,28,Vrije Universiteit Amsterdam,../Netherlands,1,241.6,67.6,88.7,82.5,68.8,0,Dentistry & Oral Sciences,2020
28,29,Tokyo Medical and Dental University,../Japan,2,239.2,58.4,65.0,65.5,62.8,39.9,Dentistry & Oral Sciences,2020
29,30,Sichuan University,../China,1,237.9,61.2,74.1,68.5,88.9,0,Dentistry & Oral Sciences,2020
30,31,Columbia University,../UnitedStates,14,237.8,39.2,90.9,69.0,48.7,45.2,Dentistry & Oral Sciences,2020
31,32,Radboud University Nijmegen,../Netherlands,2,237.2,44.5,74.2,86.4,58.5,42.6,Dentistry & Oral Sciences,2020
32,33,Augusta University,../UnitedStates,15,236.8,56.9,76.7,91.6,51.3,33.7,Dentistry & Oral Sciences,2020
33,34,University of Amsterdam,../Netherlands,3,234.8,55.3,92.2,83.1,70.7,0,Dentistry & Oral Sciences,2020
34,35,Peking University,../China,2,234.4,64.1,70.1,57.1,88.9,0,Dentistry & Oral Sciences,2020
35,36,University of Toronto,../Canada,2,232.8,48.0,70.6,80.6,39.7,58.4,Dentistry & Oral Sciences,2020
36,37,The University of Texas Health Science Center at San Antonio,../UnitedStates,16,232.7,45.1,90.8,76.7,51.3,30.2,Dentistry & Oral Sciences,2020
37,38,The Ohio State University - Columbus,../UnitedStates,17,231.9,52.4,74.8,69.1,60.7,30.2,Dentistry & Oral Sciences,2020
38,39,Niigata University,../Japan,3,231.2,41.8,75.5,51.9,51.3,52.2,Dentistry & Oral Sciences,2020
39,40,"University of Maryland, Baltimore",../UnitedStates,18,228.9,46.3,85.4,78.6,36.3,45.2,Dentistry & Oral Sciences,2020
40,41,Stanford University,../UnitedStates,19,228.0,26.4,89.3,79.3,53.8,42.6,Dentistry & Oral Sciences,2020
41,42,University of Turku,../Finland,2,226.7,38.3,74.7,87.7,39.7,56.4,Dentistry & Oral Sciences,2020
42,43,University of Geneva,../Switzerland,3,225.9,46.5,82.8,88.5,36.3,42.6,Dentistry & Oral Sciences,2020
43,44,University of Alabama at Birmingham,../UnitedStates,20,223.1,34.6,74.6,67.7,28.1,72.3,Dentistry & Oral Sciences,2020
44,45,The University of Adelaide,../Australia,1,221.3,35.9,64.3,78.5,39.7,65.7,Dentistry & Oral Sciences,2020
45,46,McGill University,../Canada,3,220.8,33.3,65.2,92.3,56.2,47.7,Dentistry & Oral Sciences,2020
46,47,University of Paris,../France,1,219.7,38.0,78.5,71.2,62.8,26.1,Dentistry & Oral Sciences,2020
47,48,Seoul National University,../SouthKorea,1,218.9,59.6,65.4,48.2,84.3,0,Dentistry & Oral Sciences,2020
48,49,University of Louisville,../UnitedStates,21,218.4,32.2,99.7,71.3,32.4,39.9,Dentistry & Oral Sciences,2020
49,50,Texas A&M University,../UnitedStates,22,217.0,36.4,71.9,61.9,48.7,47.7,Dentistry & Oral Sciences,2020
50,51-75,Boston University,../UnitedStates,23-29,,30.8,75.2,79.6,39.7,54.4,Dentistry & Oral Sciences,2020
51,51-75,Charite - Universitats Medizin Berlin,../Germany,1-5,,54.4,75.5,66.5,53.8,0,Dentistry & Oral Sciences,2020
52,51-75,Free University Berlin,../Germany,1-5,,54.6,75.4,67.0,53.8,0,Dentistry & Oral Sciences,2020
53,51-75,Humboldt University of Berlin,../Germany,1-5,,54.6,75.6,66.7,56.2,0,Dentistry & Oral Sciences,2020
54,51-75,Karolinska Institute,../Sweden,2-3,,45.9,78.0,92.0,39.7,21.3,Dentistry & Oral Sciences,2020
55,51-75,Malmo University,../Sweden,2-3,,53.1,81.9,87.4,28.1,21.3,Dentistry & Oral Sciences,2020
56,51-75,Newcastle University,../UnitedKingdom,5-6,,31.6,71.4,69.0,32.4,52.2,Dentistry & Oral Sciences,2020
57,51-75,Okayama University,../Japan,4,,35.6,63.4,67.7,51.3,39.9,Dentistry & Oral Sciences,2020
58,51-75,Queen Mary University of London,../UnitedKingdom,5-6,,46.3,75.9,84.3,45.9,30.2,Dentistry & Oral Sciences,2020
59,51-75,Stony Brook University,../UnitedStates,23-29,,35.6,82.2,89.0,28.1,36.9,Dentistry & Oral Sciences,2020
60,51-75,Tufts University,../UnitedStates,23-29,,33.0,69.5,74.1,45.9,39.9,Dentistry & Oral Sciences,2020
61,51-75,UNESP,../Brazil,2-3,,87.1,68.1,63.6,42.9,0,Dentistry & Oral Sciences,2020
62,51-75,University of Basel,../Switzerland,4,,39.0,94.5,95.2,42.9,0,Dentistry & Oral Sciences,2020
63,51-75,University of Bergen,../Norway,1,,26.4,70.9,88.5,32.4,52.2,Dentistry & Oral Sciences,2020
64,51-75,University of Bonn,../Germany,1-5,,38.3,91.1,84.6,48.7,0,Dentistry & Oral Sciences,2020
65,51-75,University of Campinas,../Brazil,2-3,,70.3,68.5,67.1,51.3,0,Dentistry & Oral Sciences,2020
66,51-75,University of Connecticut,../UnitedStates,23-29,,32.5,71.6,62.3,42.9,52.2,Dentistry & Oral Sciences,2020
67,51-75,University of Freiburg,../Germany,1-5,,45.7,77.3,78.8,28.1,30.2,Dentistry & Oral Sciences,2020
68,51-75,University of Groningen,../Netherlands,4,,43.7,81.6,61.4,28.1,47.7,Dentistry & Oral Sciences,2020
69,51-75,University of Illinois at Chicago,../UnitedStates,23-29,,36.6,64.3,65.8,48.7,36.9,Dentistry & Oral Sciences,2020
70,51-75,"University of Minnesota, Twin Cities",../UnitedStates,23-29,,41.4,84.1,76.9,32.4,33.7,Dentistry & Oral Sciences,2020
71,51-75,University of Otago,../NewZealand,1,,36.8,64.9,83.6,39.7,45.2,Dentistry & Oral Sciences,2020
72,51-75,University of Rochester,../UnitedStates,23-29,,36.1,83.7,76.5,42.9,30.2,Dentistry & Oral Sciences,2020
73,51-75,Wuhan University,../China,3,,51.8,75.7,63.5,70.7,0,Dentistry & Oral Sciences,2020
74,51-75,Yonsei University,../SouthKorea,2,,60.5,65.4,44.2,66.9,0,Dentistry & Oral Sciences,2020
75,76-100,Aarhus University,../Denmark,2,,40.5,86.1,92.4,32.4,0,Dentistry & Oral Sciences,2020
76,76-100,Air Force Medical University,../China,4,,47.1,73.6,71.7,58.5,0,Dentistry & Oral Sciences,2020
77,76-100,Cardiff University,../UnitedKingdom,7-9,,30.5,67.3,72.4,28.1,36.9,Dentistry & Oral Sciences,2020
78,76-100,Complutense University of Madrid,../Spain,1,,51.9,95.0,78.8,28.1,0,Dentistry & Oral Sciences,2020
79,76-100,Dalhousie University,../Canada,4-5,,24.3,95.1,87.1,28.1,15.1,Dentistry & Oral Sciences,2020
80,76-100,Guarulhos University,../Brazil,4,,32.7,93.5,82.7,32.4,0,Dentistry & Oral Sciences,2020
81,76-100,Hiroshima University,../Japan,5-6,,26.4,59.1,50.3,36.3,42.6,Dentistry & Oral Sciences,2020
82,76-100,Indiana University-Purdue University at Indianapolis,../UnitedStates,30-35,,42.3,70.8,78.0,39.7,26.1,Dentistry & Oral Sciences,2020
83,76-100,Johns Hopkins University,../UnitedStates,30-35,,30.5,95.6,69.9,36.3,0,Dentistry & Oral Sciences,2020
84,76-100,Medical University of South Carolina,../UnitedStates,30-35,,25.7,69.2,49.0,45.9,30.2,Dentistry & Oral Sciences,2020
85,76-100,National Taiwan University,../China-Taiwan,1,,40.1,73.8,55.0,36.3,30.2,Dentistry & Oral Sciences,2020
86,76-100,Oregon Health and Science University,../UnitedStates,30-35,,38.0,78.4,80.0,32.4,26.1,Dentistry & Oral Sciences,2020
87,76-100,Pusan National University,../SouthKorea,3,,33.8,62.4,63.7,68.8,0,Dentistry & Oral Sciences,2020
88,76-100,Temple University,../UnitedStates,30-35,,24.6,89.9,81.5,32.4,26.1,Dentistry & Oral Sciences,2020
89,76-100,The Hebrew University of Jerusalem,../Israel,1,,30.8,70.0,76.1,22.9,52.2,Dentistry & Oral Sciences,2020
90,76-100,The University of Dundee,../UnitedKingdom,7-9,,19.4,69.4,75.6,36.3,36.9,Dentistry & Oral Sciences,2020
91,76-100,The University of Sheffield,../UnitedKingdom,7-9,,30.5,59.2,68.0,28.1,50.0,Dentistry & Oral Sciences,2020
